year,state name,region_1,age,sex_1,race,race_1,martial status,union type,educ99,occ,ind,wkswork1,uhrswork,incwage
1990,Rhode Island,Northeast,53,male,1,White,"Married, spouse present",Member of labor union,,254,711,52,40,35000.0
1990,California,West,32,male,1,White,"Married, spouse present",NIU,,7,612,52,65,80000.0
1990,New York,Northeast,42,male,1,White,"Married, spouse present",Member of labor union,,448,842,52,40,34800.0
1990,New Jersey,Northeast,57,male,2,Black,"Married, spouse present",NIU,,518,271,52,40,19800.0
1990,North Carolina,South,50,male,2,Black,"Married, spouse present",NIU,,766,910,52,40,15000.0
1990,Washington,West,35,male,1,White,Never mar,NIU,,549,801,25,38,4432.0
1990,Florida,South,25,male,1,White,Never mar,NIU,,449,762,52,72,12579.0
1990,New Jersey,Northeast,40,male,1,White,"Married, spouse present",Member of labor union,,379,871,52,50,82700.0
1990,West Virginia,South,31,male,1,White,"Married, spouse present",NIU,,855,60,52,40,23460.0
1990,Connecticut,Northeast,35,male,1,White,"Married, spouse present",NIU,,213,932,52,80,67000.0
1990,New Jersey,Northeast,43,male,1,White,"Married, spouse present",No union coverage,,448,762,22,40,7280.0
1990,Maine,Northeast,25,male,1,White,Never mar,NIU,,805,641,46,40,8100.0
1990,South Dakota,Midwest,36,male,1,White,"Married, spouse present",NIU,,889,551,52,40,15000.0
1990,Virginia,South,30,male,1,White,"Married, spouse present",NIU,,53,60,52,40,40000.0
1990,North Carolina,South,32,male,1,White,"Married, spouse present",NIU,,376,351,52,40,35000.0
1990,North Carolina,South,33,male,1,White,"Married, spouse present",No union coverage,,585,460,52,40,38000.0
1990,Hawaii,West,42,male,4,Other,Never mar,NIU,,453,722,52,40,9600.0
1990,Texas,South,55,male,2,Black,"Married, spouse present",NIU,,856,411,52,40,20000.0
1990,North Carolina,South,44,male,1,White,"Married, spouse present",No union coverage,,56,142,52,40,52000.0
1990,Arizona,West,49,male,1,White,"Married, spouse present",NIU,,19,342,52,40,37000.0
1990,Nevada,West,37,male,1,White,"Married, spouse present",NIU,,883,331,52,40,15000.0
1990,New York,Northeast,41,male,1,White,Never mar,NIU,,805,410,52,40,42000.0
1990,Vermont,Northeast,37,male,1,White,Divorced,NIU,,124,850,26,40,10300.0
1990,West Virginia,South,36,male,1,White,"Married, spouse present",NIU,,849,270,33,40,29956.0
1990,New Jersey,Northeast,29,male,1,White,"Married, spouse present",NIU,,216,730,52,70,43800.0
1990,California,West,27,male,3,Hispanic,"Married, spouse present",Member of labor union,,359,910,52,50,40700.0
1990,Arkansas,South,57,male,1,White,Divorced,NIU,,174,871,52,40,25000.0
1990,West Virginia,South,40,male,1,White,"Married, spouse present",NIU,,157,842,52,60,26000.0
1990,Ohio,Midwest,40,male,1,White,"Married, spouse present",NIU,,796,270,52,46,41000.0
1990,Arkansas,South,48,male,1,White,"Married, spouse present",NIU,,19,712,52,40,40000.0
1990,North Carolina,South,26,male,1,White,"Married, spouse present",NIU,,527,441,52,40,27000.0
1990,New York,Northeast,51,male,1,White,Never mar,NIU,,453,380,52,40,26000.0
1990,Washington,West,33,male,1,White,"Married, spouse present",Member of labor union,,695,931,52,40,39000.0
1990,Wisconsin,Midwest,33,male,1,White,Never mar,No union coverage,,549,712,52,40,12000.0
1990,New York,Northeast,54,male,1,White,"Married, spouse present",No union coverage,,243,530,52,40,65000.0
1990,California,West,28,male,1,White,"Married, spouse present",NIU,,534,60,52,40,34000.0
1990,Alaska,West,25,male,3,Hispanic,Never mar,NIU,,466,762,52,40,21000.0
1990,Massachusetts,Northeast,58,male,1,White,Divorced,NIU,,784,342,36,40,11500.0
1990,Massachusetts,Northeast,29,male,1,White,Never mar,NIU,,426,762,52,35,9100.0
1990,Indiana,Midwest,45,male,1,White,Divorced,NIU,,766,271,52,40,26000.0
1990,Florida,South,64,male,1,White,"Married, spouse present",NIU,,637,352,52,53,34000.0
1990,New Mexico,West,40,male,1,White,"Married, spouse present",No union coverage,,539,42,52,40,32000.0
1990,Delaware,South,37,male,1,White,"Married, spouse present",NIU,,889,560,52,40,33000.0
1990,Utah,West,44,male,1,White,"Married, spouse present",NIU,,267,640,44,30,7000.0
1990,Oklahoma,South,49,male,1,White,"Married, spouse present",NIU,,889,922,52,40,28000.0
1990,Wyoming,West,32,male,1,White,Separated,NIU,,479,11,52,40,13000.0
1990,Ohio,Midwest,63,male,1,White,"Married, spouse present",No union coverage,,243,711,52,50,98000.0
1990,North Carolina,South,32,male,1,White,"Married, spouse present",NIU,,243,611,52,45,19000.0
1990,West Virginia,South,42,male,1,White,Never mar,NIU,,877,611,52,40,6000.0
1990,North Carolina,South,26,male,1,White,Never mar,NIU,,364,242,52,45,24000.0
1990,California,West,34,male,3,Hispanic,"Married, spouse present",NIU,,444,641,35,40,8000.0
1990,North Dakota,Midwest,38,male,1,White,"Married, spouse present",NIU,,824,400,52,40,29296.0
1990,Idaho,West,34,male,1,White,"Married, spouse present",NIU,,308,160,52,45,40000.0
1990,Oregon,West,42,male,1,White,"Married, spouse present",NIU,,243,561,52,60,44276.0
1990,West Virginia,South,40,male,1,White,"Married, spouse present",No union coverage,,696,400,52,40,25000.0
1990,Texas,South,29,male,1,White,Separated,NIU,,13,60,52,40,20000.0
1990,Alaska,West,40,male,1,White,"Married, spouse present",NIU,,64,42,52,42,99999.0
1990,Oregon,West,38,male,1,White,Divorced,NIU,,29,640,52,99,30000.0
1990,South Dakota,Midwest,43,male,1,White,"Married, spouse present",No union coverage,,19,172,52,55,16000.0
1990,Ohio,Midwest,32,male,1,White,"Married, spouse present",NIU,,259,511,52,60,99999.0
1990,Illinois,Midwest,44,male,1,White,"Married, spouse present",NIU,,615,41,52,40,40000.0
1990,Ohio,Midwest,45,male,2,Black,"Married, spouse present",Member of labor union,,354,412,52,40,27256.0
1990,Florida,South,57,male,2,Black,Never mar,NIU,,523,931,52,40,20000.0
1990,Michigan,Midwest,38,male,2,Black,Never mar,NIU,,453,610,52,40,14000.0
1990,Michigan,Midwest,51,male,1,White,"Married, spouse present",NIU,,19,280,52,50,47000.0
1990,New Jersey,Northeast,43,male,1,White,"Married, spouse present",NIU,,567,360,30,40,12000.0
1990,Illinois,Midwest,27,male,1,White,"Married, spouse present",No union coverage,,783,60,30,40,18000.0
1990,Florida,South,30,male,1,White,"Married, spouse present",No union coverage,,567,60,45,45,5000.0
1990,Kansas,Midwest,28,male,1,White,Never mar,No union coverage,,217,882,52,42,15000.0
1990,Louisiana,South,55,male,4,Other,"Married, spouse present",NIU,,567,712,52,40,25000.0
1990,New Jersey,Northeast,60,male,1,White,"Married, spouse present",No union coverage,,805,771,52,60,20000.0
1990,New York,Northeast,63,male,1,White,"Married, spouse present",NIU,,804,60,52,40,50000.0
1990,California,West,46,male,1,White,"Married, spouse present",NIU,,154,850,52,65,39000.0
1990,Massachusetts,Northeast,37,male,1,White,"Married, spouse present",Member of labor union,,453,842,52,40,20800.0
1990,Washington,West,48,male,1,White,Separated,No union coverage,,19,282,52,45,40000.0
1990,New Jersey,Northeast,51,male,1,White,"Married, spouse present",NIU,,55,932,52,40,52000.0
1990,California,West,41,male,1,White,Divorced,NIU,,64,322,52,40,48755.0
1990,North Carolina,South,29,male,2,Black,"Married, spouse present",NIU,,785,360,51,40,15000.0
1990,California,West,34,male,1,White,"Married, spouse present",NIU,,785,362,52,40,12660.0
1990,Nebraska,Midwest,29,male,1,White,Never mar,NIU,,53,60,52,40,37000.0
1990,Illinois,Midwest,31,male,1,White,"Married, spouse present",NIU,,178,910,52,50,35000.0
1990,Kansas,Midwest,45,male,1,White,"Married, spouse present",No union coverage,,856,110,41,40,24677.0
1990,New York,Northeast,31,male,1,White,"Married, spouse present",NIU,,5,930,52,40,32000.0
1990,Kansas,Midwest,39,male,1,White,Never mar,NIU,,163,850,52,40,18000.0
1990,Delaware,South,27,male,1,White,Never mar,NIU,,577,460,52,40,21000.0
1990,Kansas,Midwest,51,male,1,White,"Married, spouse present",NIU,,856,352,52,40,30000.0
1990,New Jersey,Northeast,48,male,1,White,Widowed,NIU,,313,882,52,40,34500.0
1990,California,West,31,male,3,Hispanic,"Married, spouse present",No union coverage,,573,60,52,48,39500.0
1990,New Jersey,Northeast,37,male,2,Black,Never mar,NIU,,875,471,52,40,20000.0
1990,Maine,Northeast,26,male,1,White,Never mar,No union coverage,,375,711,52,45,27723.0
1990,New York,Northeast,36,male,2,Black,Divorced,NIU,,785,162,52,40,12000.0
1990,Mississippi,South,40,male,1,White,"Married, spouse present",NIU,,259,502,52,60,13000.0
1990,Mississippi,South,64,male,1,White,"Married, spouse present",NIU,,804,531,46,16,4000.0
1990,Texas,South,44,male,3,Hispanic,"Married, spouse present",NIU,,243,650,52,60,12600.0
1990,Nebraska,Midwest,30,male,1,White,"Married, spouse present",NIU,,563,682,52,40,18000.0
1990,Ohio,Midwest,60,male,1,White,"Married, spouse present",NIU,,57,250,50,40,60000.0
1990,Pennsylvania,Northeast,29,male,2,Black,"Married, spouse present",NIU,,533,351,52,65,60000.0
1990,California,West,32,male,2,Black,Never mar,NIU,,883,541,52,40,25000.0
1990,Massachusetts,Northeast,26,male,1,White,Never mar,NIU,,567,60,40,40,15000.0
1990,Illinois,Midwest,32,male,1,White,"Married, spouse present",NIU,,23,872,52,40,34000.0
1990,Colorado,West,35,male,1,White,Divorced,NIU,,734,172,52,40,19000.0
1990,North Carolina,South,49,male,1,White,"Married, spouse present",No union coverage,,157,842,52,40,26000.0
1990,North Carolina,South,58,male,1,White,"Married, spouse present",NIU,,157,842,52,40,36837.0
1990,California,West,44,male,4,Other,Never mar,NIU,,436,762,50,35,35000.0
1990,New York,Northeast,40,male,4,Other,Never mar,NIU,,43,882,52,50,70000.0
1990,Texas,South,34,male,3,Hispanic,Never mar,NIU,,687,641,52,38,11856.0
1990,Nebraska,Midwest,54,male,2,Black,"Married, spouse present",Covered by union but not a member,,889,550,52,40,21600.0
1990,Florida,South,60,male,1,White,"Married, spouse present",NIU,,19,850,52,60,50000.0
1990,Ohio,Midwest,63,male,1,White,"Married, spouse present",NIU,,877,612,48,20,6464.0
1990,California,West,28,male,3,Hispanic,"Married, spouse present",No union coverage,,487,20,52,45,19000.0
1990,Texas,South,50,male,1,White,"Married, spouse present",NIU,,254,60,40,48,30500.0
1990,Oregon,West,31,male,1,White,"Married, spouse present",NIU,,176,880,52,50,12000.0
1990,Texas,South,32,male,3,Hispanic,"Married, spouse present",NIU,,883,151,24,40,3500.0
1990,Massachusetts,Northeast,33,male,1,White,"Married, spouse present",NIU,,19,641,52,50,55000.0
1990,Illinois,Midwest,30,male,2,Black,Never mar,No union coverage,,856,410,52,45,18000.0
1990,Michigan,Midwest,36,male,1,White,Never mar,NIU,,853,60,52,40,20000.0
1990,North Carolina,South,29,male,1,White,Never mar,No union coverage,,23,700,52,40,25000.0
1990,Pennsylvania,Northeast,31,male,1,White,"Married, spouse present",NIU,,703,271,52,40,16450.0
1990,Iowa,Midwest,59,male,1,White,"Married, spouse present",NIU,,804,601,41,55,40702.0
1990,Missouri,Midwest,27,male,1,White,Never mar,NIU,,734,172,52,40,11000.0
1990,California,West,30,male,1,White,"Married, spouse present",NIU,,534,60,51,40,33600.0
1990,Georgia,South,28,male,1,White,"Married, spouse present",NIU,,19,550,52,40,22575.0
1990,Arizona,West,41,male,3,Hispanic,"Married, spouse present",NIU,,595,60,52,40,20000.0
1990,Missouri,Midwest,32,male,1,White,"Married, spouse present",NIU,,14,842,27,40,29600.0
1990,Oregon,West,33,male,1,White,"Married, spouse present",NIU,,418,910,52,40,35000.0
1990,South Carolina,South,61,male,1,White,"Married, spouse present",NIU,,36,931,52,40,7000.0
1990,Alaska,West,28,male,1,White,Never mar,NIU,,217,882,52,40,24000.0
1990,Massachusetts,Northeast,26,male,1,White,"Married, spouse present",NIU,,329,852,45,14,6300.0
1990,Michigan,Midwest,32,male,1,White,"Married, spouse present",NIU,,426,741,26,40,2200.0
1990,North Dakota,Midwest,41,male,1,White,"Married, spouse present",Member of labor union,,157,842,52,48,25000.0
1990,Arizona,West,31,male,1,White,"Married, spouse present",NIU,,877,601,52,40,25000.0
1990,Texas,South,55,male,3,Hispanic,"Married, spouse present",NIU,,36,931,52,40,40000.0
1990,Texas,South,40,male,1,White,"Married, spouse present",NIU,,19,351,52,40,70000.0
1990,Maryland,South,34,male,1,White,"Married, spouse present",NIU,,187,440,52,40,23000.0
1990,Pennsylvania,Northeast,38,male,1,White,"Married, spouse present",NIU,,459,802,52,48,21150.0
1990,Oregon,West,40,male,1,White,"Married, spouse present",NIU,,633,110,52,40,21000.0
1990,Michigan,Midwest,27,male,1,White,"Married, spouse present",NIU,,479,11,52,50,25000.0
1990,Nevada,West,35,male,1,White,Divorced,NIU,,277,742,52,40,50000.0
1990,Texas,South,37,male,1,White,"Married, spouse present",NIU,,417,910,52,53,29700.0
1990,Arizona,West,52,male,1,White,"Married, spouse present",NIU,,64,740,52,46,57832.0
1990,Alabama,South,31,male,1,White,Divorced,NIU,,547,342,26,40,3000.0
1990,Utah,West,51,male,1,White,"Married, spouse present",NIU,,174,910,52,40,25000.0
1990,South Dakota,Midwest,43,male,1,White,"Married, spouse present",NIU,,804,60,40,70,17500.0
1990,New York,Northeast,41,male,3,Hispanic,"Married, spouse present",NIU,,684,331,52,40,26000.0
1990,Minnesota,Midwest,30,male,1,White,"Married, spouse present",NIU,,436,641,36,40,13000.0
1990,Iowa,Midwest,59,male,1,White,Divorced,NIU,,365,340,52,40,27000.0
1990,Florida,South,31,male,1,White,"Married, spouse present",NIU,,53,60,52,60,39000.0
1990,North Carolina,South,25,male,1,White,Never mar,NIU,,269,620,52,50,22000.0
1990,Rhode Island,Northeast,62,male,1,White,"Married, spouse present",No union coverage,,53,460,52,38,30000.0
1990,Montana,West,25,male,1,White,Never mar,NIU,,435,641,52,35,8497.0
1990,Idaho,West,52,male,1,White,"Married, spouse present",NIU,,19,60,50,40,54527.0
1990,California,West,54,male,1,White,"Married, spouse present",No union coverage,,253,711,52,40,21000.0
1990,Oklahoma,South,32,male,1,White,"Married, spouse present",No union coverage,,518,530,52,40,28000.0
1990,Texas,South,51,male,1,White,"Married, spouse present",NIU,,8,802,52,65,99999.0
1990,Alabama,South,41,male,1,White,"Married, spouse present",NIU,,27,342,52,40,30000.0
1990,Florida,South,30,male,1,White,"Married, spouse present",NIU,,579,60,52,40,11000.0
1990,New York,Northeast,46,male,3,Hispanic,"Married, spouse present",NIU,,637,620,52,40,25000.0
1990,Florida,South,29,male,1,White,"Married, spouse present",No union coverage,,804,410,51,65,19819.0
1990,West Virginia,South,44,male,1,White,"Married, spouse present",NIU,,259,530,52,60,17000.0
1990,Idaho,West,32,male,1,White,"Married, spouse present",NIU,,505,750,52,44,23547.0
1990,Massachusetts,Northeast,27,male,1,White,Never mar,NIU,,785,331,52,40,16000.0
1990,California,West,28,male,3,Hispanic,Never mar,NIU,,779,352,52,40,8000.0
1990,Michigan,Midwest,40,male,1,White,"Married, spouse present",NIU,,173,901,52,40,30000.0
1990,New York,Northeast,25,male,1,White,Divorced,Member of labor union,,575,60,52,40,32000.0
1990,Pennsylvania,Northeast,45,male,1,White,"Married, spouse present",NIU,,55,882,52,45,42000.0
1990,Ohio,Midwest,34,male,1,White,"Married, spouse present",NIU,,243,650,52,40,20000.0
1990,Colorado,West,36,male,1,White,"Married, spouse present",NIU,,505,751,52,65,25000.0
1990,Virginia,South,38,male,2,Black,"Married, spouse present",NIU,,633,130,52,40,45000.0
1990,California,West,45,male,3,Hispanic,"Married, spouse present",No union coverage,,785,352,52,40,45477.0
1990,Illinois,Midwest,59,male,1,White,"Married, spouse present",No union coverage,,575,60,5,35,498.0
1990,Massachusetts,Northeast,53,male,1,White,"Married, spouse present",No union coverage,,259,500,52,40,30000.0
1990,Washington,West,46,male,1,White,"Married, spouse present",NIU,,805,842,52,40,18435.0
1990,South Dakota,Midwest,32,male,1,White,Never mar,NIU,,877,601,52,12,3000.0
1990,Illinois,Midwest,42,male,1,White,"Married, spouse present",NIU,,217,362,52,40,30000.0
1990,Nebraska,Midwest,39,male,1,White,Divorced,NIU,,806,550,40,35,21000.0
1990,Kentucky,South,32,male,3,Hispanic,"Married, spouse present",NIU,,226,410,52,35,35000.0
1990,Texas,South,38,male,3,Hispanic,"Married, spouse present",NIU,,453,760,48,40,16148.0
1990,Illinois,Midwest,44,male,1,White,"Married, spouse present",Member of labor union,,175,832,52,40,21000.0
1990,Oklahoma,South,33,male,1,White,Divorced,NIU,,734,172,52,40,14200.0
1990,Michigan,Midwest,42,male,1,White,"Married, spouse present",NIU,,525,740,36,40,40000.0
1990,California,West,25,male,3,Hispanic,Never mar,NIU,,434,641,52,35,9500.0
1990,Missouri,Midwest,37,male,1,White,"Married, spouse present",NIU,,453,372,52,45,20000.0
1990,Pennsylvania,Northeast,45,male,3,Hispanic,"Married, spouse present",NIU,,808,401,52,40,21844.0
1990,Utah,West,42,male,1,White,"Married, spouse present",NIU,,303,932,52,40,30000.0
1990,Florida,South,36,male,1,White,"Married, spouse present",No union coverage,,243,560,52,55,45000.0
1990,Nebraska,Midwest,33,male,1,White,"Married, spouse present",No union coverage,,505,751,52,50,18000.0
1990,California,West,48,male,1,White,Never mar,NIU,,19,172,52,40,35000.0
1990,California,West,64,male,3,Hispanic,"Married, spouse present",NIU,,487,930,26,39,5200.0
1990,Rhode Island,Northeast,30,male,1,White,"Married, spouse present",Member of labor union,,259,550,52,43,32000.0
1990,Nebraska,Midwest,28,male,1,White,Never mar,No union coverage,,265,591,52,30,4065.0
1990,Texas,South,35,male,3,Hispanic,"Married, spouse present",NIU,,783,370,52,40,20000.0
1990,Indiana,Midwest,32,male,1,White,"Married, spouse present",No union coverage,,634,351,52,40,40000.0
1990,Indiana,Midwest,26,male,3,Hispanic,Never mar,NIU,,783,361,52,40,24000.0
1990,Florida,South,51,male,3,Hispanic,"Married, spouse present",No union coverage,,449,762,52,40,10500.0
1990,New York,Northeast,60,male,1,White,"Married, spouse present",NIU,,785,351,52,40,39000.0
1990,Oregon,West,46,male,4,Other,"Married, spouse present",NIU,,86,931,52,40,51000.0
1990,Connecticut,Northeast,32,male,1,White,Never mar,NIU,,269,620,52,45,23000.0
1990,New York,Northeast,34,male,1,White,Never mar,No union coverage,,73,150,52,40,26000.0
1990,Indiana,Midwest,33,male,1,White,Never mar,No union coverage,,453,762,52,40,22000.0
1990,Oklahoma,South,46,male,1,White,Divorced,NIU,,889,542,52,40,12000.0
1990,Ohio,Midwest,42,male,1,White,Divorced,NIU,,796,341,52,42,22000.0
1990,California,West,25,male,3,Hispanic,"Married, spouse present",NIU,,453,641,52,40,10000.0
1990,New Jersey,Northeast,27,male,3,Hispanic,"Married, spouse present",No union coverage,,365,510,12,40,2600.0
1990,Florida,South,30,male,1,White,"Married, spouse present",NIU,,216,882,39,40,16640.0
1990,Ohio,Midwest,60,male,1,White,"Married, spouse present",NIU,,33,100,52,40,25000.0
1990,Pennsylvania,Northeast,48,male,1,White,"Married, spouse present",NIU,,197,932,52,40,35533.0
1990,Massachusetts,Northeast,44,male,1,White,"Married, spouse present",NIU,,523,442,52,50,32000.0
1990,New Jersey,Northeast,26,male,1,White,Never mar,No union coverage,,188,721,52,40,25000.0
1990,Arkansas,South,48,male,1,White,Never mar,NIU,,889,560,52,40,12000.0
1990,California,West,28,male,3,Hispanic,"Married, spouse present",NIU,,25,700,52,45,35000.0
1990,Ohio,Midwest,27,male,1,White,"Married, spouse present",NIU,,375,711,52,50,21000.0
1990,Texas,South,34,male,1,White,"Married, spouse present",No union coverage,,55,101,52,72,31240.0
1990,Kansas,Midwest,54,male,1,White,"Married, spouse present",NIU,,567,60,52,48,25000.0
1990,California,West,39,male,1,White,"Married, spouse present",NIU,,444,641,52,60,30000.0
1990,Wyoming,West,46,male,1,White,"Married, spouse present",NIU,,53,60,52,40,33000.0
1990,Arizona,West,26,male,2,Black,"Married, spouse present",NIU,,567,60,43,50,23000.0
1990,California,West,54,male,1,White,Widowed,NIU,,486,802,52,40,19500.0
1990,Vermont,Northeast,29,male,1,White,"Married, spouse present",NIU,,505,620,52,44,15000.0
1990,California,West,40,male,3,Hispanic,"Married, spouse present",NIU,,549,712,52,40,24300.0
1990,Nevada,West,44,male,1,White,"Married, spouse present",NIU,,53,882,52,45,40000.0
1990,Rhode Island,Northeast,34,male,1,White,"Married, spouse present",NIU,,777,322,52,40,18000.0
1990,Florida,South,41,male,1,White,"Married, spouse present",NIU,,549,802,52,40,14526.0
1990,Arizona,West,38,male,3,Hispanic,"Married, spouse present",NIU,,637,331,30,40,9600.0
1990,Washington,West,45,male,1,White,Separated,No union coverage,,44,352,52,58,60000.0
1990,Pennsylvania,Northeast,61,male,1,White,Widowed,NIU,,376,700,48,42,8880.0
1990,Texas,South,39,male,3,Hispanic,"Married, spouse present",NIU,,885,410,22,40,2998.0
1990,Alaska,West,46,male,1,White,"Married, spouse present",NIU,,178,841,52,45,99999.0
1990,New York,Northeast,47,male,1,White,Divorced,NIU,,156,842,52,50,47000.0
1990,Pennsylvania,Northeast,33,male,1,White,Never mar,NIU,,575,351,44,40,12000.0
1990,West Virginia,South,29,male,1,White,Never mar,No union coverage,,178,841,52,40,40000.0
1990,California,West,37,male,3,Hispanic,"Married, spouse present",No union coverage,,869,60,52,40,25000.0
1990,Hawaii,West,41,male,4,Other,"Married, spouse present",NIU,,567,60,52,40,41000.0
1990,New York,Northeast,37,male,1,White,"Married, spouse present",No union coverage,,389,862,42,45,15800.0
1990,Iowa,Midwest,26,male,1,White,Never mar,NIU,,18,781,52,30,5000.0
1990,New Mexico,West,40,male,3,Hispanic,Never mar,NIU,,8,731,40,40,25000.0
1990,Michigan,Midwest,30,male,1,White,"Married, spouse present",NIU,,217,742,52,45,34339.0
1990,District of Columbia,South,41,male,2,Black,Never mar,NIU,,36,932,52,40,17000.0
1990,Georgia,South,38,male,1,White,"Married, spouse present",NIU,,226,421,52,40,48000.0
1990,South Carolina,South,36,male,1,White,"Married, spouse present",No union coverage,,176,880,52,55,40000.0
1990,Tennessee,South,42,male,1,White,"Married, spouse present",NIU,,19,750,52,50,99999.0
1990,Ohio,Midwest,25,male,1,White,"Married, spouse present",No union coverage,,633,411,52,50,20000.0
1990,Texas,South,32,male,1,White,"Married, spouse present",NIU,,19,60,52,60,40000.0
1990,Arizona,West,28,male,3,Hispanic,"Married, spouse present",NIU,,479,10,52,70,14000.0
1990,Florida,South,49,male,2,Black,"Married, spouse present",NIU,,267,591,52,40,20000.0
1990,Kansas,Midwest,45,male,1,White,Divorced,NIU,,515,352,45,40,17000.0
1990,California,West,32,male,1,White,"Married, spouse present",NIU,,155,362,52,40,41000.0
1990,Michigan,Midwest,27,male,1,White,"Married, spouse present",NIU,,804,630,52,42,39000.0
1990,New Hampshire,Northeast,41,male,1,White,Separated,NIU,,253,711,52,55,65000.0
1990,Texas,South,34,male,2,Black,"Married, spouse present",NIU,,167,831,52,40,14500.0
1990,Pennsylvania,Northeast,36,male,1,White,"Married, spouse present",No union coverage,,799,531,52,40,16000.0
1990,Florida,South,43,male,1,White,"Married, spouse present",NIU,,565,60,52,40,12000.0
1990,Texas,South,49,male,3,Hispanic,"Married, spouse present",NIU,,889,102,52,40,33000.0
1990,Arkansas,South,30,male,1,White,"Married, spouse present",NIU,,178,711,52,45,28000.0
1990,Florida,South,30,male,1,White,Never mar,NIU,,547,331,52,40,14000.0
1990,Illinois,Midwest,41,male,1,White,"Married, spouse present",NIU,,859,42,52,40,18000.0
1990,Illinois,Midwest,25,male,1,White,Never mar,NIU,,734,172,26,45,19000.0
1990,Florida,South,39,male,1,White,"Married, spouse present",NIU,,243,601,52,20,21000.0
1990,Kansas,Midwest,41,male,1,White,"Married, spouse present",NIU,,157,842,52,55,28000.0
1990,Arizona,West,33,male,3,Hispanic,"Married, spouse present",No union coverage,,855,60,46,40,20537.0
1990,New Jersey,Northeast,36,male,1,White,Never mar,Member of labor union,,417,910,52,42,34000.0
1990,California,West,31,male,3,Hispanic,"Married, spouse present",NIU,,748,831,52,40,27852.0
1990,Montana,West,34,male,1,White,"Married, spouse present",No union coverage,,514,751,52,40,30230.0
1990,Pennsylvania,Northeast,55,male,2,Black,"Married, spouse present",NIU,,869,60,52,40,20000.0
1990,New York,Northeast,44,male,1,White,"Married, spouse present",NIU,,567,60,40,40,21803.0
1990,Illinois,Midwest,47,male,1,White,Divorced,Covered by union but not a member,,633,300,52,43,30000.0
1990,California,West,32,male,3,Hispanic,"Married, spouse present",NIU,,178,460,52,60,66000.0
1990,New Jersey,Northeast,44,male,3,Hispanic,Separated,NIU,,633,212,52,40,16500.0
1990,New Jersey,Northeast,29,male,1,White,"Married, spouse present",NIU,,505,751,52,50,20800.0
1990,Michigan,Midwest,57,male,2,Black,"Married, spouse present",NIU,,785,351,52,40,16578.0
1990,California,West,42,male,1,White,"Married, spouse present",NIU,,796,360,52,40,37000.0
1990,Maine,Northeast,60,male,1,White,"Married, spouse present",No union coverage,,19,871,52,40,30000.0
1990,New York,Northeast,42,male,1,White,"Married, spouse present",NIU,,418,910,52,40,38500.0
1990,Ohio,Midwest,47,male,2,Black,Never mar,NIU,,809,281,52,40,20000.0
1990,California,West,34,male,1,White,"Married, spouse present",Member of labor union,,414,910,52,40,42000.0
1990,New Jersey,Northeast,62,male,2,Black,"Married, spouse present",NIU,,453,712,52,40,13000.0
1990,Illinois,Midwest,50,male,1,White,"Married, spouse present",Member of labor union,,575,60,52,40,50000.0
1990,Pennsylvania,Northeast,30,male,1,White,"Married, spouse present",NIU,,877,601,52,35,8256.0
1990,California,West,39,male,3,Hispanic,"Married, spouse present",No union coverage,,637,342,52,40,41000.0
1990,California,West,32,male,2,Black,Never mar,No union coverage,,505,750,52,40,30000.0
1990,Florida,South,38,male,1,White,Divorced,NIU,,19,641,52,60,38500.0
1990,Nebraska,Midwest,28,male,1,White,Never mar,NIU,,573,60,51,40,9568.0
1990,California,West,57,male,1,White,Divorced,NIU,,415,712,52,44,31000.0
1990,Texas,South,50,male,3,Hispanic,"Married, spouse present",NIU,,19,121,52,50,23000.0
1990,New Jersey,Northeast,30,male,1,White,"Married, spouse present",NIU,,337,800,52,37,30000.0
1990,Florida,South,49,male,2,Black,"Married, spouse present",No union coverage,,444,641,52,40,5048.0
1990,Georgia,South,46,male,1,White,"Married, spouse present",NIU,,869,60,52,40,14560.0
1990,Texas,South,35,male,1,White,Never mar,NIU,,355,412,52,40,30000.0
1990,Nevada,West,25,male,1,White,Never mar,NIU,,558,60,51,40,28000.0
1990,Virginia,South,35,male,1,White,"Married, spouse present",NIU,,575,341,52,40,22000.0
1990,Wyoming,West,27,male,1,White,"Married, spouse present",NIU,,633,331,52,55,42000.0
1990,Washington,West,28,male,1,White,Divorced,NIU,,486,930,35,40,7750.0
1990,Missouri,Midwest,33,male,1,White,"Married, spouse present",Member of labor union,,734,172,52,40,18700.0
1990,Louisiana,South,50,male,1,White,"Married, spouse present",No union coverage,,259,530,52,40,35000.0
1990,Washington,West,32,male,1,White,"Married, spouse present",NIU,,308,740,52,25,12259.0
1990,Nevada,West,37,male,1,White,Never mar,NIU,,19,802,50,40,33000.0
1990,California,West,26,male,1,White,"Married, spouse present",NIU,,64,342,52,40,25000.0
1990,Hawaii,West,35,male,1,White,"Married, spouse present",NIU,,263,612,52,45,32010.0
1990,New York,Northeast,56,male,3,Hispanic,"Married, spouse present",NIU,,809,402,52,60,18000.0
1990,North Carolina,South,41,male,1,White,Divorced,NIU,,243,601,52,55,20000.0
1990,Oklahoma,South,29,male,1,White,"Married, spouse present",NIU,,686,100,43,40,11454.0
1990,California,West,43,male,1,White,"Married, spouse present",NIU,,503,102,52,40,62000.0
1990,Iowa,Midwest,34,male,1,White,"Married, spouse present",NIU,,176,880,52,50,25000.0
